datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
3/6/2018 11:00,1,0,0,2,17.22,21.21,100,15.0013,62
3/6/2018 12:00,1,0,0,2,18.86,22.725,94,22.0028,79
3/6/2018 13:00,1,0,0,2,18.86,22.725,94,23.9994,105
3/6/2018 14:00,1,0,0,3,18.04,21.97,100,15.0013,39
3/6/2018 15:00,1,0,0,3,18.04,21.97,100,15.0013,7
3/6/2018 16:00,1,0,0,3,14.76,16.665,100,19.0012,11
3/6/2018 17:00,1,0,0,3,13.94,15.15,100,19.9995,25
3/6/2018 18:00,1,0,0,3,13.12,14.395,100,23.9994,23
3/6/2018 19:00,1,0,0,3,12.3,12.88,100,32.9975,11
3/6/2018 20:00,1,0,0,3,11.48,12.12,100,27.9993,11
3/6/2018 21:00,1,0,0,3,9.84,9.09,93,40.9973,7
3/6/2018 22:00,1,0,0,2,9.02,9.85,100,26.0027,10
3/6/2018 23:00,1,0,0,2,9.02,9.85,100,27.9993,9
3/7/2018 0:00,1,0,1,3,8.2,9.09,100,22.0028,4
3/7/2018 1:00,1,0,1,3,8.2,9.09,100,22.0028,2
3/7/2018 3:00,1,0,1,1,8.2,7.575,80,39.0007,1
3/7/2018 4:00,1,0,1,1,8.2,7.575,80,35.0008,1
3/7/2018 5:00,1,0,1,1,8.2,9.09,75,23.9994,1
3/7/2018 6:00,1,0,1,1,8.2,9.09,75,26.0027,34
3/7/2018 7:00,1,0,1,1,8.2,8.335,75,27.9993,91
3/7/2018 8:00,1,0,1,1,8.2,9.09,75,26.0027,211
3/7/2018 9:00,1,0,1,1,9.02,9.09,64,31.0009,134
3/7/2018 10:00,1,0,1,1,9.84,10.605,60,19.9995,58
3/7/2018 11:00,1,0,1,1,10.66,10.605,48,30.0026,60
3/7/2018 12:00,1,0,1,1,12.3,13.635,42,27.9993,96
3/7/2018 13:00,1,0,1,1,13.12,14.395,36,26.0027,70
3/7/2018 14:00,1,0,1,1,13.12,14.395,36,27.9993,77
3/7/2018 15:00,1,0,1,1,13.94,15.15,31,26.0027,96
3/7/2018 16:00,1,0,1,1,13.94,15.15,31,23.9994,122
3/7/2018 17:00,1,0,1,1,13.94,15.15,29,23.9994,233
3/7/2018 18:00,1,0,1,1,13.12,15.15,31,15.0013,233
3/7/2018 19:00,1,0,1,1,12.3,14.395,33,15.0013,145
3/7/2018 20:00,1,0,1,1,12.3,15.15,33,11.0014,92
3/7/2018 21:00,1,0,1,1,11.48,13.635,38,15.0013,54
3/7/2018 22:00,1,0,1,1,10.66,12.88,48,11.0014,35
3/7/2018 23:00,1,0,1,1,11.48,15.91,48,0,22
3/8/2018 0:00,1,0,1,1,10.66,14.395,48,6.0032,10
3/8/2018 1:00,1,0,1,1,9.84,12.12,52,8.9981,4
3/8/2018 2:00,1,0,1,1,9.84,12.12,52,8.9981,1
3/8/2018 3:00,1,0,1,1,9.84,12.88,52,6.0032,7
3/8/2018 4:00,1,0,1,1,9.02,13.635,64,0,2
3/8/2018 5:00,1,0,1,1,8.2,11.365,69,7.0015,10
3/8/2018 6:00,1,0,1,1,8.2,12.88,59,0,45
3/8/2018 7:00,1,0,1,1,7.38,9.85,64,8.9981,128
3/8/2018 8:00,1,0,1,1,9.02,11.365,55,12.998,257
3/8/2018 9:00,1,0,1,1,10.66,12.88,41,11.0014,151
3/8/2018 10:00,1,0,1,2,12.3,14.395,33,12.998,71
3/8/2018 11:00,1,0,1,2,14.76,17.425,25,11.0014,78
3/8/2018 12:00,1,0,1,2,14.76,18.94,23,0,99
3/8/2018 13:00,1,0,1,2,15.58,19.695,25,7.0015,98
3/8/2018 14:00,1,0,1,2,15.58,19.695,20,0,72
3/8/2018 15:00,1,0,1,2,14.76,18.94,18,0,112
3/8/2018 16:00,1,0,1,1,15.58,19.695,27,11.0014,108
3/8/2018 17:00,1,0,1,1,14.76,17.425,27,15.0013,248
3/8/2018 18:00,1,0,1,1,13.94,16.665,27,12.998,235
3/8/2018 19:00,1,0,1,1,13.94,17.425,31,7.0015,150
3/8/2018 20:00,1,0,1,1,13.12,16.665,39,6.0032,76
3/8/2018 21:00,1,0,1,1,12.3,14.395,49,12.998,75
3/8/2018 22:00,1,0,1,1,12.3,14.395,49,15.0013,55
3/8/2018 23:00,1,0,1,1,11.48,13.635,61,12.998,41
3/9/2018 0:00,1,0,1,1,10.66,14.395,65,6.0032,9
3/9/2018 1:00,1,0,1,1,10.66,13.635,52,8.9981,4
3/9/2018 2:00,1,0,1,1,10.66,13.635,52,8.9981,2
3/9/2018 3:00,1,0,1,1,9.84,12.88,70,6.0032,3
3/9/2018 4:00,1,0,1,1,9.84,12.88,75,7.0015,2
3/9/2018 5:00,1,0,1,2,9.84,12.12,81,8.9981,8
3/9/2018 6:00,1,0,1,2,9.84,12.88,85,7.0015,49
3/9/2018 7:00,1,0,1,2,9.84,12.12,87,11.0014,141
3/9/2018 8:00,1,0,1,2,9.84,12.12,87,8.9981,249
3/9/2018 9:00,1,0,1,2,10.66,12.12,87,16.9979,141
3/9/2018 10:00,1,0,1,2,12.3,14.395,75,16.9979,57
3/9/2018 11:00,1,0,1,2,13.12,14.395,76,26.0027,59
3/9/2018 12:00,1,0,1,2,13.12,15.15,76,16.9979,98
3/9/2018 13:00,1,0,1,2,13.12,14.395,76,23.9994,99
3/9/2018 14:00,1,0,1,2,13.94,15.15,76,19.9995,71
3/9/2018 15:00,1,0,1,2,14.76,16.665,71,19.9995,79
3/9/2018 16:00,1,0,1,2,13.94,15.15,76,22.0028,112
3/9/2018 17:00,1,0,1,2,13.94,15.15,76,19.9995,194
3/9/2018 18:00,1,0,1,2,13.94,15.91,76,16.9979,188
3/9/2018 19:00,1,0,1,2,13.94,15.15,76,22.0028,134
3/9/2018 20:00,1,0,1,2,13.12,15.91,87,12.998,91
3/9/2018 21:00,1,0,1,2,13.12,15.15,93,22.0028,62
3/9/2018 22:00,1,0,1,3,13.12,15.91,93,11.0014,21
3/9/2018 23:00,1,0,1,3,13.94,16.665,93,12.998,18
3/10/2018 0:00,1,0,1,3,13.94,15.91,0,16.9979,3
3/10/2018 1:00,1,0,1,3,13.94,15.91,0,16.9979,2
3/10/2018 2:00,1,0,1,3,13.94,15.91,0,16.9979,1
3/10/2018 5:00,1,0,1,3,14.76,17.425,0,12.998,3
3/10/2018 6:00,1,0,1,3,14.76,16.665,0,22.0028,12
3/10/2018 7:00,1,0,1,3,15.58,19.695,0,15.0013,37
3/10/2018 8:00,1,0,1,3,15.58,19.695,0,19.0012,44
3/10/2018 9:00,1,0,1,3,16.4,20.455,0,15.0013,24
3/10/2018 10:00,1,0,1,3,16.4,20.455,0,11.0014,17
3/10/2018 11:00,1,0,1,3,16.4,20.455,0,16.9979,11
3/10/2018 12:00,1,0,1,3,17.22,21.21,0,15.0013,34
3/10/2018 13:00,1,0,1,3,17.22,21.21,0,15.0013,12
3/10/2018 14:00,1,0,1,3,18.04,21.97,0,19.9995,12
3/10/2018 15:00,1,0,1,3,18.04,21.97,0,15.0013,14
3/10/2018 16:00,1,0,1,3,17.22,21.21,0,16.9979,21
3/10/2018 17:00,1,0,1,2,18.04,21.97,0,26.0027,111
3/10/2018 18:00,1,0,1,3,18.04,21.97,0,23.9994,82
3/10/2018 19:00,1,0,1,3,18.04,21.97,0,39.0007,56
3/10/2018 20:00,1,0,1,3,14.76,16.665,0,22.0028,38
3/10/2018 21:00,1,0,1,3,14.76,17.425,0,15.0013,28
3/10/2018 22:00,1,0,1,2,13.94,16.665,0,8.9981,34
3/10/2018 23:00,1,0,1,3,13.94,17.425,0,6.0032,27
3/11/2018 0:00,1,0,1,2,13.94,17.425,100,6.0032,6
3/11/2018 1:00,1,0,1,3,13.94,17.425,100,7.0015,8
3/11/2018 2:00,1,0,1,3,13.94,17.425,100,7.0015,5
3/11/2018 3:00,1,0,1,2,13.12,16.665,93,6.0032,2
3/11/2018 5:00,1,0,1,1,12.3,14.395,81,15.0013,7
3/11/2018 6:00,1,0,1,1,10.66,12.12,81,19.0012,32
3/11/2018 7:00,1,0,1,1,10.66,12.88,70,12.998,114
3/11/2018 8:00,1,0,1,1,11.48,13.635,70,16.9979,259
3/11/2018 9:00,1,0,1,2,12.3,14.395,61,19.0012,156
3/11/2018 10:00,1,0,1,2,13.12,15.15,57,19.9995,78
3/11/2018 11:00,1,0,1,2,13.12,15.15,57,19.9995,81
3/11/2018 12:00,1,0,1,2,13.94,15.91,53,16.9979,111
3/11/2018 13:00,1,0,1,1,14.76,16.665,53,16.9979,107
3/11/2018 14:00,1,0,1,2,14.76,16.665,50,23.9994,89
3/11/2018 15:00,1,0,1,2,13.94,15.91,53,16.9979,85
3/11/2018 16:00,1,0,1,2,13.94,15.15,49,19.9995,113
3/11/2018 17:00,1,0,1,1,13.94,15.91,49,15.0013,223
3/11/2018 18:00,1,0,1,1,13.12,15.15,49,22.0028,153
3/11/2018 19:00,1,0,1,1,12.3,13.635,56,22.0028,118
3/11/2018 20:00,1,0,1,1,12.3,15.15,56,11.0014,76
3/11/2018 21:00,1,0,1,2,12.3,14.395,52,16.9979,53
3/11/2018 22:00,1,0,1,1,12.3,15.15,52,11.0014,64
3/11/2018 23:00,1,0,1,1,12.3,14.395,52,16.9979,37
3/12/2018 0:00,1,0,0,1,10.66,13.635,60,8.9981,34
3/12/2018 1:00,1,0,0,1,9.84,11.365,65,12.998,18
3/12/2018 2:00,1,0,0,1,9.84,11.365,65,12.998,14
3/12/2018 3:00,1,0,0,1,9.84,11.365,65,16.9979,7
3/12/2018 4:00,1,0,0,1,9.84,11.365,65,16.9979,1
3/12/2018 5:00,1,0,0,1,9.02,11.365,69,12.998,2
3/12/2018 6:00,1,0,0,1,9.02,10.605,75,16.9979,4
3/12/2018 7:00,1,0,0,1,9.84,11.365,70,12.998,23
3/12/2018 8:00,1,0,0,1,10.66,12.88,65,11.0014,53
3/12/2018 9:00,1,0,0,1,11.48,14.395,65,7.0015,101
3/12/2018 10:00,1,0,0,1,13.12,15.15,66,15.0013,99
3/12/2018 11:00,1,0,0,1,13.94,15.15,49,22.0028,119
3/12/2018 12:00,1,0,0,1,13.94,15.91,53,19.0012,158
3/12/2018 13:00,1,0,0,1,14.76,16.665,51,23.9994,157
3/12/2018 14:00,1,0,0,1,16.4,20.455,50,30.0026,166
3/12/2018 15:00,1,0,0,1,17.22,21.21,44,32.9975,182
3/12/2018 16:00,1,0,0,1,18.86,22.725,41,30.0026,244
3/12/2018 17:00,1,0,0,1,18.86,22.725,44,22.0028,213
3/12/2018 18:00,1,0,0,1,17.22,21.21,54,11.0014,145
3/12/2018 19:00,1,0,0,1,17.22,21.21,54,6.0032,112
3/12/2018 20:00,1,0,0,1,16.4,20.455,58,7.0015,86
3/12/2018 21:00,1,0,0,1,15.58,19.695,62,0,82
3/12/2018 22:00,1,0,0,1,14.76,18.94,71,0,63
3/12/2018 23:00,1,0,0,1,15.58,19.695,66,6.0032,49
3/13/2018 0:00,1,0,0,1,15.58,19.695,62,7.0015,38
3/13/2018 1:00,1,0,0,1,14.76,17.425,66,8.9981,33
3/13/2018 3:00,1,0,0,1,13.94,16.665,76,8.9981,23
3/13/2018 4:00,1,0,0,1,13.94,16.665,66,11.0014,13
3/13/2018 5:00,1,0,0,1,14.76,17.425,62,8.9981,3
3/13/2018 6:00,1,0,0,1,13.94,18.18,66,0,2
3/13/2018 7:00,1,0,0,1,14.76,17.425,62,12.998,10
3/13/2018 8:00,1,0,0,1,16.4,20.455,50,19.9995,34
3/13/2018 9:00,1,0,0,1,16.4,20.455,50,27.9993,44
3/13/2018 10:00,1,0,0,1,17.22,21.21,47,16.9979,122
3/13/2018 11:00,1,0,0,1,18.04,21.97,41,27.9993,181
3/13/2018 12:00,1,0,0,1,18.86,22.725,38,26.0027,194
3/13/2018 13:00,1,0,0,1,18.86,22.725,38,26.0027,221
3/13/2018 14:00,1,0,0,1,18.86,22.725,41,19.9995,250
3/13/2018 15:00,1,0,0,1,19.68,23.485,39,22.0028,304
3/13/2018 16:00,1,0,0,1,18.86,22.725,41,26.0027,256
3/13/2018 17:00,1,0,0,1,18.04,21.97,41,23.9994,241
3/13/2018 18:00,1,0,0,1,16.4,20.455,43,23.9994,147
3/13/2018 19:00,1,0,0,1,14.76,16.665,50,23.9994,101
3/13/2018 20:00,1,0,0,1,13.12,15.15,57,19.9995,77
3/13/2018 21:00,1,0,0,1,12.3,14.395,56,16.9979,58
3/13/2018 22:00,1,0,0,1,12.3,13.635,56,22.0028,37
3/13/2018 23:00,1,0,0,1,10.66,12.88,65,15.0013,28
3/14/2018 0:00,1,0,1,1,10.66,13.635,65,7.0015,11
3/14/2018 1:00,1,0,1,1,10.66,14.395,65,6.0032,1
3/14/2018 2:00,1,0,1,1,10.66,14.395,65,6.0032,1
3/14/2018 3:00,1,0,1,1,10.66,13.635,65,8.9981,3
3/14/2018 5:00,1,0,1,1,9.84,12.12,70,8.9981,8
3/14/2018 6:00,1,0,1,1,10.66,13.635,65,8.9981,28
3/14/2018 7:00,1,0,1,2,11.48,15.91,61,0,88
3/14/2018 8:00,1,0,1,2,12.3,15.15,56,8.9981,241
3/14/2018 9:00,1,0,1,1,13.12,15.15,53,22.0028,140
3/14/2018 10:00,1,0,1,1,13.94,15.91,42,16.9979,84
3/14/2018 11:00,1,0,1,1,14.76,16.665,40,16.9979,71
3/14/2018 12:00,1,0,1,1,15.58,19.695,37,0,94
3/14/2018 13:00,1,0,1,1,15.58,19.695,36,22.0028,75
3/14/2018 14:00,1,0,1,2,15.58,19.695,34,0,79
3/14/2018 15:00,1,0,1,1,15.58,19.695,37,11.0014,101
3/14/2018 16:00,1,0,1,1,16.4,20.455,35,7.0015,107
3/14/2018 17:00,1,0,1,1,15.58,19.695,40,12.998,271
3/14/2018 18:00,1,0,1,1,14.76,18.18,40,7.0015,235
3/14/2018 19:00,1,0,1,1,14.76,17.425,43,8.9981,150
3/14/2018 20:00,1,0,1,1,13.94,15.91,46,15.0013,129
3/14/2018 21:00,1,0,1,1,13.94,16.665,46,8.9981,63
3/14/2018 22:00,1,0,1,1,13.12,16.665,49,7.0015,47
3/14/2018 23:00,1,0,1,1,13.12,17.425,53,0,19
3/15/2018 0:00,1,0,1,1,13.12,17.425,53,0,14
3/15/2018 1:00,1,0,1,1,12.3,15.15,62,6.0032,10
3/15/2018 2:00,1,0,1,1,12.3,15.15,62,6.0032,3
3/15/2018 4:00,1,0,1,1,9.84,12.88,75,6.0032,2
3/15/2018 5:00,1,0,1,1,9.84,11.365,75,12.998,11
3/15/2018 6:00,1,0,1,1,9.02,11.365,80,12.998,35
3/15/2018 7:00,1,0,1,1,9.84,12.12,75,11.0014,119
3/15/2018 8:00,1,0,1,1,10.66,14.395,70,6.0032,282
3/15/2018 9:00,1,0,1,2,12.3,16.665,70,0,157
3/15/2018 10:00,1,0,1,2,13.12,15.91,66,12.998,78
3/15/2018 11:00,1,0,1,2,13.94,15.91,57,15.0013,78
3/15/2018 12:00,1,0,1,2,14.76,17.425,50,15.0013,102
3/15/2018 13:00,1,0,1,2,14.76,16.665,57,19.0012,97
3/15/2018 14:00,1,0,1,2,15.58,19.695,46,19.9995,88
3/15/2018 15:00,1,0,1,2,15.58,19.695,43,19.0012,90
3/15/2018 16:00,1,0,1,2,15.58,19.695,46,22.0028,114
3/15/2018 17:00,1,0,1,2,14.76,17.425,62,12.998,217
3/15/2018 18:00,1,0,1,2,14.76,16.665,62,19.9995,225
3/15/2018 19:00,1,0,1,2,13.94,15.91,71,19.0012,152
3/15/2018 20:00,1,0,1,2,13.94,15.91,71,19.0012,88
3/15/2018 21:00,1,0,1,3,13.12,16.665,81,7.0015,55
3/15/2018 22:00,1,0,1,2,13.12,15.91,87,11.0014,21
3/15/2018 23:00,1,0,1,2,13.12,15.91,87,11.0014,18
3/16/2018 0:00,1,0,1,3,12.3,14.395,93,16.9979,8
3/16/2018 1:00,1,0,1,3,12.3,13.635,100,19.9995,3
3/16/2018 3:00,1,0,1,2,11.48,13.635,100,15.0013,3
3/16/2018 4:00,1,0,1,2,12.3,15.15,93,11.0014,1
3/16/2018 5:00,1,0,1,2,12.3,15.91,93,7.0015,3
3/16/2018 6:00,1,0,1,2,12.3,15.91,93,7.0015,31
3/16/2018 7:00,1,0,1,2,12.3,14.395,93,12.998,111
3/16/2018 8:00,1,0,1,2,13.12,15.91,93,0,253
3/16/2018 9:00,1,0,1,2,13.12,16.665,93,8.9981,154
3/16/2018 10:00,1,0,1,2,14.76,17.425,81,11.0014,68
3/16/2018 11:00,1,0,1,2,14.76,17.425,81,8.9981,75
3/16/2018 12:00,1,0,1,2,16.4,20.455,71,7.0015,88
3/16/2018 13:00,1,0,1,2,16.4,20.455,76,8.9981,99
3/16/2018 14:00,1,0,1,2,16.4,20.455,76,15.0013,100
3/16/2018 15:00,1,0,1,2,16.4,20.455,76,16.9979,101
3/16/2018 16:00,1,0,1,2,16.4,20.455,76,11.0014,151
3/16/2018 17:00,1,0,1,2,18.04,21.97,54,19.9995,253
3/16/2018 18:00,1,0,1,2,18.04,21.97,54,15.0013,237
3/16/2018 19:00,1,0,1,2,18.04,21.97,51,22.0028,168
3/16/2018 20:00,1,0,1,2,17.22,21.21,54,19.9995,121
3/16/2018 21:00,1,0,1,2,17.22,21.21,58,19.0012,78
3/16/2018 22:00,1,0,1,2,16.4,20.455,62,26.0027,59
3/16/2018 23:00,1,0,1,1,16.4,20.455,65,12.998,27
3/17/2018 0:00,1,0,1,1,15.58,19.695,66,16.9979,23
3/17/2018 1:00,1,0,1,1,14.76,17.425,71,15.0013,12
3/17/2018 2:00,1,0,1,1,13.94,15.15,71,19.9995,8
3/17/2018 3:00,1,0,1,1,13.94,16.665,66,11.0014,2
3/17/2018 4:00,1,0,1,1,13.94,16.665,71,12.998,3
3/17/2018 5:00,1,0,1,1,13.12,16.665,76,7.0015,13
3/17/2018 6:00,1,0,1,1,13.12,15.91,76,12.998,51
3/17/2018 7:00,1,0,1,1,13.12,16.665,76,8.9981,140
3/17/2018 8:00,1,0,1,1,14.76,17.425,66,8.9981,299
3/17/2018 9:00,1,0,1,1,16.4,20.455,62,16.9979,185
3/17/2018 10:00,1,0,1,1,18.04,21.97,54,22.0028,78
3/17/2018 11:00,1,0,1,1,18.04,21.97,54,19.0012,86
3/17/2018 12:00,1,0,1,1,20.5,24.24,45,15.0013,105
3/17/2018 13:00,1,0,1,2,21.32,25,42,6.0032,111
3/17/2018 14:00,1,0,1,1,20.5,24.24,45,7.0015,119
3/17/2018 15:00,1,0,1,1,21.32,25,42,16.9979,125
3/17/2018 16:00,1,0,1,1,20.5,24.24,48,19.0012,142
3/17/2018 17:00,1,0,1,1,20.5,24.24,42,12.998,313
3/17/2018 18:00,1,0,1,2,18.86,22.725,59,11.0014,310
3/17/2018 19:00,1,0,1,1,18.04,21.97,58,12.998,207
3/17/2018 20:00,1,0,1,1,17.22,21.21,67,15.0013,137
3/17/2018 21:00,1,0,1,1,17.22,21.21,62,15.0013,138
3/17/2018 22:00,1,0,1,1,16.4,20.455,66,15.0013,87
3/17/2018 23:00,1,0,1,1,17.22,21.21,62,19.0012,50
3/18/2018 0:00,1,0,1,1,17.22,21.21,58,19.0012,29
3/18/2018 1:00,1,0,1,1,16.4,20.455,62,16.9979,16
3/18/2018 2:00,1,0,1,1,16.4,20.455,62,12.998,14
3/18/2018 3:00,1,0,1,1,14.76,17.425,71,12.998,5
3/18/2018 5:00,1,0,1,1,15.58,19.695,66,11.0014,10
3/18/2018 6:00,1,0,1,1,16.4,20.455,66,12.998,36
3/18/2018 7:00,1,0,1,1,16.4,20.455,66,12.998,123
3/18/2018 8:00,1,0,1,1,17.22,21.21,67,16.9979,280
3/18/2018 9:00,1,0,1,1,18.86,22.725,63,15.0013,210
3/18/2018 10:00,1,0,1,1,21.32,25,53,19.0012,117
3/18/2018 11:00,1,0,1,1,22.14,25.76,52,19.0012,159
3/18/2018 12:00,1,0,1,2,22.96,26.515,49,23.9994,195
3/18/2018 13:00,1,0,1,1,26.24,31.06,41,19.0012,175
3/18/2018 14:00,1,0,1,1,27.06,31.06,39,16.9979,174
3/18/2018 15:00,1,0,1,2,27.88,31.82,39,23.9994,173
3/18/2018 16:00,1,0,1,1,27.88,31.82,39,19.0012,204
3/18/2018 17:00,1,0,1,1,28.7,31.82,37,22.0028,332
3/18/2018 18:00,1,0,1,1,27.88,31.82,39,11.0014,331
3/18/2018 19:00,1,0,1,1,27.06,31.06,44,8.9981,190
3/18/2018 20:00,1,0,1,1,25.42,31.06,46,8.9981,149
3/18/2018 21:00,1,0,1,1,25.42,31.06,46,7.0015,113
3/18/2018 22:00,1,0,1,1,25.42,31.06,50,11.0014,118
3/18/2018 23:00,1,0,1,2,24.6,31.06,53,15.0013,86
3/19/2018 0:00,1,0,0,2,24.6,31.06,53,16.9979,76
3/19/2018 1:00,1,0,0,2,23.78,27.275,46,23.9994,51
3/19/2018 2:00,1,0,0,2,22.96,26.515,43,15.0013,25
3/19/2018 3:00,1,0,0,2,22.14,25.76,39,22.0028,8
3/19/2018 4:00,1,0,0,1,21.32,25,34,27.9993,3
3/19/2018 5:00,1,0,0,1,21.32,25,34,27.9993,2
3/19/2018 6:00,1,0,0,1,18.04,21.97,44,27.9993,10
3/19/2018 7:00,1,0,0,1,16.4,20.455,50,22.0028,13
3/19/2018 8:00,1,0,0,1,17.22,21.21,47,32.9975,48
3/19/2018 9:00,1,0,0,1,17.22,21.21,44,31.0009,76
3/19/2018 10:00,1,0,0,1,18.04,21.97,38,27.9993,140
3/19/2018 11:00,1,0,0,1,18.86,22.725,36,30.0026,196
3/19/2018 12:00,1,0,0,1,18.86,22.725,33,27.9993,267
3/19/2018 13:00,1,0,0,1,20.5,24.24,34,31.0009,301
3/19/2018 14:00,1,0,0,1,20.5,24.24,31,32.9975,312
3/19/2018 15:00,1,0,0,1,20.5,24.24,29,27.9993,313
3/19/2018 16:00,1,0,0,1,20.5,24.24,31,26.0027,304
3/19/2018 17:00,1,0,0,1,19.68,23.485,31,22.0028,278
3/19/2018 18:00,1,0,0,1,18.86,22.725,31,22.0028,217
3/19/2018 19:00,1,0,0,1,18.04,21.97,33,19.0012,154
3/19/2018 20:00,1,0,0,1,17.22,21.21,35,15.0013,108
3/19/2018 21:00,1,0,0,1,16.4,20.455,37,19.9995,93
3/19/2018 22:00,1,0,0,1,16.4,20.455,37,22.0028,72
3/19/2018 23:00,1,0,0,1,15.58,19.695,40,19.9995,50
4/1/2018 0:00,2,0,1,3,10.66,12.88,100,11.0014,6
4/1/2018 1:00,2,0,1,3,10.66,12.88,100,11.0014,4
4/1/2018 2:00,2,0,1,3,10.66,12.88,93,12.998,7
4/1/2018 3:00,2,0,1,2,9.84,11.365,93,16.9979,4
4/1/2018 4:00,2,0,1,2,9.84,11.365,93,16.9979,3
4/1/2018 5:00,2,0,1,3,9.84,11.365,93,15.0013,12
4/1/2018 6:00,2,0,1,3,9.84,11.365,93,15.0013,28
4/1/2018 7:00,2,0,1,3,9.84,12.12,93,0,95
4/1/2018 8:00,2,0,1,2,10.66,12.12,87,16.9979,206
4/1/2018 9:00,2,0,1,1,13.12,14.395,70,23.9994,173
4/1/2018 10:00,2,0,1,1,13.12,15.15,66,19.0012,75
4/1/2018 11:00,2,0,1,1,13.12,14.395,61,23.9994,89
4/1/2018 12:00,2,0,1,1,13.94,15.15,53,23.9994,95
4/1/2018 13:00,2,0,1,1,14.76,16.665,50,23.9994,110
4/1/2018 14:00,2,0,1,2,14.76,16.665,46,23.9994,87
4/1/2018 15:00,2,0,1,1,13.94,15.15,46,27.9993,111
4/1/2018 16:00,2,0,1,1,13.94,15.15,46,27.9993,167
4/1/2018 17:00,2,0,1,1,13.94,15.15,46,22.0028,281
4/1/2018 18:00,2,0,1,1,13.94,15.15,46,22.0028,241
4/1/2018 19:00,2,0,1,1,13.94,15.15,49,22.0028,136
4/1/2018 20:00,2,0,1,1,13.12,15.91,53,12.998,77
4/1/2018 21:00,2,0,1,1,13.12,16.665,53,8.9981,93
4/1/2018 22:00,2,0,1,1,12.3,15.15,56,11.0014,74
4/1/2018 23:00,2,0,1,1,12.3,15.91,61,6.0032,53
4/2/2018 0:00,2,0,0,2,12.3,16.665,61,0,32
4/2/2018 1:00,2,0,0,1,10.66,13.635,65,8.9981,32
4/2/2018 2:00,2,0,0,1,9.84,12.12,75,8.9981,21
4/2/2018 3:00,2,0,0,1,9.84,12.12,70,11.0014,9
4/2/2018 4:00,2,0,0,1,9.84,12.12,70,11.0014,5
4/2/2018 5:00,2,0,0,2,9.84,12.12,75,11.0014,5
4/2/2018 6:00,2,0,0,1,10.66,13.635,70,7.0015,12
4/2/2018 7:00,2,0,0,2,10.66,13.635,70,7.0015,18
4/2/2018 8:00,2,0,0,1,12.3,15.91,70,7.0015,55
4/2/2018 9:00,2,0,0,2,13.94,17.425,66,7.0015,87
4/2/2018 10:00,2,0,0,2,14.76,17.425,57,11.0014,154
4/2/2018 11:00,2,0,0,2,16.4,20.455,47,11.0014,198
4/2/2018 12:00,2,0,0,3,13.12,16.665,81,8.9981,184
4/2/2018 13:00,2,0,0,1,13.94,16.665,81,8.9981,137
4/2/2018 14:00,2,0,0,3,13.12,15.15,76,22.0028,190
4/2/2018 15:00,2,0,0,3,13.94,15.15,76,26.0027,136
4/2/2018 16:00,2,0,0,1,15.58,19.695,62,22.0028,196
4/2/2018 17:00,2,0,0,1,15.58,19.695,54,23.9994,184
4/2/2018 18:00,2,0,0,1,15.58,19.695,54,12.998,179
4/2/2018 19:00,2,0,0,1,14.76,16.665,53,23.9994,148
4/2/2018 20:00,2,0,0,1,13.94,15.91,53,19.0012,85
4/2/2018 21:00,2,0,0,1,13.12,15.15,61,16.9979,77
4/2/2018 22:00,2,0,0,1,13.12,15.15,61,19.9995,55
4/2/2018 23:00,2,0,0,1,13.12,15.91,61,11.0014,53
4/3/2018 0:00,2,0,0,1,12.3,14.395,65,12.998,39
4/3/2018 1:00,2,0,0,1,12.3,15.91,61,7.0015,34
4/3/2018 2:00,2,0,0,1,10.66,13.635,70,8.9981,24
4/3/2018 3:00,2,0,0,1,12.3,16.665,61,0,11
4/3/2018 4:00,2,0,0,1,11.48,15.15,70,6.0032,3
4/3/2018 5:00,2,0,0,1,11.48,13.635,65,15.0013,5
4/3/2018 6:00,2,0,0,1,11.48,13.635,65,12.998,33
4/3/2018 7:00,2,0,0,1,13.12,15.15,57,15.0013,33
4/3/2018 8:00,2,0,0,1,13.94,16.665,57,11.0014,62
4/3/2018 9:00,2,0,0,1,14.76,15.91,50,32.9975,142
4/3/2018 10:00,2,0,0,1,16.4,20.455,43,27.9993,215
4/3/2018 11:00,2,0,0,1,17.22,21.21,41,16.9979,243
4/3/2018 12:00,2,0,0,1,18.04,21.97,38,19.0012,313
4/3/2018 13:00,2,0,0,1,18.04,21.97,33,19.9995,367
4/3/2018 14:00,2,0,0,1,18.86,22.725,31,8.9981,349
4/3/2018 15:00,2,0,0,2,18.86,22.725,33,0,292
4/3/2018 16:00,2,0,0,2,18.86,22.725,31,12.998,303
4/3/2018 17:00,2,0,0,2,18.86,22.725,28,8.9981,274
4/3/2018 18:00,2,0,0,2,18.86,22.725,31,0,172
4/3/2018 19:00,2,0,0,2,17.22,21.21,44,12.998,144
4/3/2018 20:00,2,0,0,3,17.22,21.21,41,15.0013,79
4/3/2018 21:00,2,0,0,2,17.22,21.21,44,15.0013,45
4/3/2018 22:00,2,0,0,1,16.4,20.455,43,7.0015,36
4/3/2018 23:00,2,0,0,1,16.4,20.455,50,6.0032,31
4/4/2018 0:00,2,0,1,1,16.4,20.455,50,15.0013,6
4/4/2018 1:00,2,0,1,1,16.4,20.455,56,23.9994,11
