season,holiday,workingday,weather,temp,humidity,count,year,month,day,hour,dayofweek
3,0,0,1,32.8,36,271,2018,7,2,10,0
3,0,0,1,32.8,36,357,2018,7,2,11,0
3,0,0,1,33.62,30,374,2018,7,2,12,0
3,0,0,1,33.62,30,404,2018,7,2,13,0
3,0,0,1,34.44,20,392,2018,7,2,14,0
3,0,0,1,35.26,19,331,2018,7,2,15,0
3,0,0,1,36.08,22,398,2018,7,2,16,0
3,0,0,1,34.44,30,349,2018,7,2,17,0
3,0,0,1,33.62,30,383,2018,7,2,18,0
3,0,0,1,32.8,33,305,2018,7,2,19,0
3,0,0,1,31.16,45,284,2018,7,2,20,0
3,0,0,1,30.34,48,232,2018,7,2,21,0
3,0,0,1,29.52,51,201,2018,7,2,22,0
3,0,0,1,29.52,54,154,2018,7,2,23,0
3,0,0,1,28.7,58,144,2018,7,3,0,1
3,0,0,2,28.7,61,78,2018,7,3,1,1
3,0,0,1,28.7,58,69,2018,7,3,2,1
3,0,0,3,27.88,65,33,2018,7,3,3,1
3,0,0,3,27.88,65,5,2018,7,3,4,1
3,0,0,3,25.42,83,1,2018,7,3,5,1
3,0,0,2,25.42,94,3,2018,7,3,6,1
3,0,0,2,26.24,89,25,2018,7,3,7,1
3,0,0,1,27.88,79,92,2018,7,3,8,1
3,0,0,1,28.7,74,181,2018,7,3,9,1
3,0,0,1,30.34,66,264,2018,7,3,10,1
3,0,0,1,31.16,62,390,2018,7,3,11,1
3,0,0,1,32.8,55,404,2018,7,3,12,1
3,0,0,1,32.8,59,421,2018,7,3,13,1
3,0,0,1,33.62,56,375,2018,7,3,14,1
3,0,0,1,34.44,53,376,2018,7,3,15,1
3,0,0,1,34.44,53,414,2018,7,3,16,1
3,0,0,3,32.8,49,358,2018,7,3,17,1
3,0,0,3,32.8,49,181,2018,7,3,18,1
3,0,0,2,27.06,83,183,2018,7,3,19,1
3,0,0,3,27.06,83,176,2018,7,3,20,1
3,0,0,2,27.06,83,167,2018,7,3,21,1
3,0,0,2,27.06,78,162,2018,7,3,22,1
3,0,0,1,26.24,83,147,2018,7,3,23,1
3,1,0,1,26.24,83,140,2018,7,4,0,2
3,1,0,1,26.24,83,119,2018,7,4,1,2
3,1,0,1,26.24,83,63,2018,7,4,2,2
3,1,0,1,26.24,78,26,2018,7,4,3,2
3,1,0,2,27.06,78,12,2018,7,4,4,2
3,1,0,2,26.24,83,4,2018,7,4,5,2
3,1,0,1,26.24,89,16,2018,7,4,6,2
3,1,0,1,27.06,83,36,2018,7,4,7,2
3,1,0,1,28.7,74,86,2018,7,4,8,2
3,1,0,2,29.52,66,238,2018,7,4,9,2
3,1,0,2,31.16,55,280,2018,7,4,10,2
3,1,0,2,31.16,55,349,2018,7,4,11,2
3,1,0,2,31.98,52,447,2018,7,4,12,2
3,1,0,2,31.98,49,423,2018,7,4,13,2
3,1,0,1,32.8,46,408,2018,7,4,14,2
3,1,0,1,33.62,43,408,2018,7,4,15,2
3,1,0,1,33.62,41,452,2018,7,4,16,2
3,1,0,1,32.8,46,436,2018,7,4,17,2
3,1,0,1,32.8,46,418,2018,7,4,18,2
3,1,0,2,31.98,49,375,2018,7,4,19,2
3,1,0,2,31.16,55,386,2018,7,4,20,2
3,1,0,2,30.34,62,457,2018,7,4,21,2
3,1,0,2,30.34,62,326,2018,7,4,22,2
3,1,0,2,29.52,70,138,2018,7,4,23,2
3,0,1,2,28.7,65,55,2018,7,5,0,3
3,0,1,1,28.7,65,39,2018,7,5,1,3
3,0,1,1,27.06,74,13,2018,7,5,2,3
3,0,1,1,27.06,74,8,2018,7,5,3,3
3,0,1,1,27.06,69,5,2018,7,5,4,3
3,0,1,1,27.06,69,20,2018,7,5,5,3
3,0,1,1,27.06,74,94,2018,7,5,6,3
3,0,1,1,28.7,65,270,2018,7,5,7,3
3,0,1,1,29.52,62,432,2018,7,5,8,3
3,0,1,1,30.34,58,227,2018,7,5,9,3
3,0,1,1,31.16,52,139,2018,7,5,10,3
3,0,1,1,31.98,46,172,2018,7,5,11,3
3,0,1,1,32.8,43,201,2018,7,5,12,3
3,0,1,1,33.62,43,203,2018,7,5,13,3
3,0,1,1,32.8,49,178,2018,7,5,14,3
3,0,1,1,33.62,43,162,2018,7,5,15,3
3,0,1,1,33.62,46,281,2018,7,5,16,3
3,0,1,1,33.62,46,545,2018,7,5,17,3
3,0,1,1,32.8,55,496,2018,7,5,18,3
3,0,1,1,32.8,59,368,2018,7,5,19,3
3,0,1,1,31.16,66,284,2018,7,5,20,3
3,0,1,1,31.98,62,245,2018,7,5,21,3
3,0,1,1,31.16,66,155,2018,7,5,22,3
3,0,1,1,30.34,66,73,2018,7,5,23,3
3,0,1,1,29.52,74,37,2018,7,6,0,4
3,0,1,1,28.7,74,15,2018,7,6,1,4
3,0,1,1,28.7,79,5,2018,7,6,2,4
3,0,1,1,28.7,79,6,2018,7,6,3,4
3,0,1,2,27.88,83,6,2018,7,6,4,4
3,0,1,1,27.88,83,35,2018,7,6,5,4
3,0,1,1,28.7,79,121,2018,7,6,6,4
3,0,1,2,29.52,79,312,2018,7,6,7,4
3,0,1,2,29.52,74,428,2018,7,6,8,4
3,0,1,3,28.7,79,189,2018,7,6,9,4
3,0,1,3,28.7,79,43,2018,7,6,10,4
3,0,1,2,29.52,74,127,2018,7,6,11,4
3,0,1,2,30.34,66,152,2018,7,6,12,4
3,0,1,2,30.34,70,140,2018,7,6,13,4
3,0,1,1,31.16,66,163,2018,7,6,14,4
3,0,1,1,31.16,70,185,2018,7,6,15,4
3,0,1,1,31.16,70,275,2018,7,6,16,4
3,0,1,1,31.98,59,596,2018,7,6,17,4
3,0,1,1,31.16,62,563,2018,7,6,18,4
3,0,1,1,30.34,70,394,2018,7,6,19,4
3,0,1,1,29.52,74,312,2018,7,6,20,4
3,0,1,1,28.7,79,241,2018,7,6,21,4
3,0,1,1,28.7,79,186,2018,7,6,22,4
3,0,1,1,27.88,83,98,2018,7,6,23,4
3,0,1,1,27.06,89,35,2018,7,7,0,5
3,0,1,1,27.06,89,16,2018,7,7,1,5
3,0,1,1,27.06,89,8,2018,7,7,2,5
3,0,1,1,26.24,94,4,2018,7,7,3,5
3,0,1,1,26.24,89,4,2018,7,7,4,5
3,0,1,1,26.24,89,32,2018,7,7,5,5
3,0,1,2,26.24,89,118,2018,7,7,6,5
3,0,1,2,27.06,89,292,2018,7,7,7,5
3,0,1,2,28.7,79,443,2018,7,7,8,5
3,0,1,1,30.34,70,179,2018,7,7,9,5
3,0,1,1,31.98,62,101,2018,7,7,10,5
3,0,1,1,33.62,52,142,2018,7,7,11,5
3,0,1,1,34.44,41,171,2018,7,7,12,5
3,0,1,1,35.26,41,155,2018,7,7,13,5
3,0,1,1,35.26,41,160,2018,7,7,14,5
3,0,1,1,35.26,41,166,2018,7,7,15,5
3,0,1,1,35.26,39,265,2018,7,7,16,5
3,0,1,1,35.26,36,569,2018,7,7,17,5
3,0,1,1,34.44,44,562,2018,7,7,18,5
3,0,1,1,33.62,52,365,2018,7,7,19,5
3,0,1,1,31.16,58,285,2018,7,7,20,5
3,0,1,1,30.34,62,209,2018,7,7,21,5
3,0,1,1,30.34,62,182,2018,7,7,22,5
3,0,1,1,29.52,66,129,2018,7,7,23,5
3,0,1,1,30.34,66,47,2018,7,8,0,6
3,0,1,1,29.52,79,34,2018,7,8,1,6
3,0,1,2,28.7,74,22,2018,7,8,2,6
3,0,1,1,27.88,79,6,2018,7,8,3,6
3,0,1,1,28.7,79,11,2018,7,8,4,6
3,0,1,1,27.88,79,27,2018,7,8,5,6
3,0,1,1,28.7,74,102,2018,7,8,6,6
3,0,1,2,28.7,79,332,2018,7,8,7,6
3,0,1,2,29.52,74,457,2018,7,8,8,6
3,0,1,2,31.16,70,241,2018,7,8,9,6
3,0,1,2,30.34,70,138,2018,7,8,10,6
3,0,1,2,30.34,74,165,2018,7,8,11,6
3,0,1,2,31.16,70,213,2018,7,8,12,6
3,0,1,2,31.98,66,229,2018,7,8,13,6
3,0,1,2,32.8,63,216,2018,7,8,14,6
3,0,1,2,32.8,63,141,2018,7,8,15,6
3,0,1,3,27.88,83,132,2018,7,8,16,6
3,0,1,3,27.06,89,167,2018,7,8,17,6
3,0,1,1,27.06,83,316,2018,7,8,18,6
3,0,1,1,27.06,83,270,2018,7,8,19,6
3,0,1,1,27.06,83,250,2018,7,8,20,6
3,0,1,2,27.06,83,204,2018,7,8,21,6
3,0,1,2,27.06,78,169,2018,7,8,22,6
3,0,1,2,27.06,78,151,2018,7,8,23,6
3,0,0,2,27.06,83,121,2018,7,9,0,0
3,0,0,2,26.24,89,53,2018,7,9,1,0
3,0,0,1,26.24,89,55,2018,7,9,2,0
3,0,0,1,26.24,89,30,2018,7,9,3,0
3,0,0,1,26.24,83,6,2018,7,9,4,0
3,0,0,2,25.42,88,15,2018,7,9,5,0
3,0,0,2,26.24,83,38,2018,7,9,6,0
3,0,0,1,27.06,78,71,2018,7,9,7,0
3,0,0,1,28.7,70,182,2018,7,9,8,0
3,0,0,1,30.34,58,247,2018,7,9,9,0
3,0,0,1,31.16,52,264,2018,7,9,10,0
3,0,0,1,31.98,46,290,2018,7,9,11,0
3,0,0,1,32.8,46,366,2018,7,9,12,0
3,0,0,1,33.62,41,416,2018,7,9,13,0
3,0,0,1,34.44,36,373,2018,7,9,14,0
3,0,0,1,34.44,34,402,2018,7,9,15,0
3,0,0,1,33.62,38,416,2018,7,9,16,0
3,0,0,1,34.44,32,401,2018,7,9,17,0
3,0,0,1,33.62,36,378,2018,7,9,18,0
3,0,0,1,31.16,55,306,2018,7,9,19,0
3,0,0,1,31.16,58,314,2018,7,9,20,0
3,0,0,1,30.34,58,238,2018,7,9,21,0
3,0,0,1,29.52,62,214,2018,7,9,22,0
3,0,0,1,29.52,58,140,2018,7,9,23,0
3,0,0,1,28.7,61,154,2018,7,10,0,1
3,0,0,1,28.7,61,113,2018,7,10,1,1
3,0,0,1,27.88,69,96,2018,7,10,2,1
3,0,0,1,27.06,74,25,2018,7,10,3,1
3,0,0,1,27.06,69,5,2018,7,10,4,1
3,0,0,1,27.06,74,17,2018,7,10,5,1
3,0,0,1,26.24,78,25,2018,7,10,6,1
3,0,0,1,28.7,70,65,2018,7,10,7,1
3,0,0,1,29.52,66,92,2018,7,10,8,1
3,0,0,1,30.34,66,169,2018,7,10,9,1
3,0,0,1,31.16,55,268,2018,7,10,10,1
3,0,0,1,31.98,55,287,2018,7,10,11,1
3,0,0,1,33.62,46,377,2018,7,10,12,1
3,0,0,1,32.8,46,367,2018,7,10,13,1
3,0,0,1,33.62,41,349,2018,7,10,14,1
3,0,0,1,34.44,39,361,2018,7,10,15,1
3,0,0,1,34.44,41,372,2018,7,10,16,1
3,0,0,1,34.44,36,363,2018,7,10,17,1
3,0,0,1,33.62,43,363,2018,7,10,18,1
3,0,0,1,32.8,49,303,2018,7,10,19,1
3,0,0,1,31.16,55,268,2018,7,10,20,1
3,0,0,1,30.34,62,227,2018,7,10,21,1
3,0,0,1,30.34,66,143,2018,7,10,22,1
3,0,0,1,29.52,66,72,2018,7,10,23,1
3,0,1,1,28.7,65,35,2018,7,11,0,2
3,0,1,1,28.7,61,10,2018,7,11,1,2
3,0,1,1,28.7,61,12,2018,7,11,2,2
3,0,1,1,27.88,65,10,2018,7,11,3,2
3,0,1,1,27.06,74,4,2018,7,11,4,2
3,0,1,1,27.06,74,26,2018,7,11,5,2
3,0,1,1,27.88,74,121,2018,7,11,6,2
3,0,1,1,28.7,74,317,2018,7,11,7,2
3,0,1,1,30.34,66,420,2018,7,11,8,2
3,0,1,1,31.98,59,208,2018,7,11,9,2
3,0,1,1,32.8,55,117,2018,7,11,10,2
3,0,1,1,33.62,56,128,2018,7,11,11,2
3,0,1,1,34.44,53,148,2018,7,11,12,2
3,0,1,1,35.26,50,141,2018,7,11,13,2
3,0,1,1,35.26,53,134,2018,7,11,14,2
3,0,1,1,35.26,56,146,2018,7,11,15,2
3,0,1,1,35.26,56,239,2018,7,11,16,2
3,0,1,1,35.26,56,514,2018,7,11,17,2
3,0,1,1,35.26,53,472,2018,7,11,18,2
3,0,1,1,34.44,59,373,2018,7,11,19,2
3,0,1,1,29.52,74,236,2018,7,11,20,2
3,0,1,1,28.7,79,130,2018,7,11,21,2
3,0,1,1,29.52,74,90,2018,7,11,22,2
3,0,1,1,28.7,79,55,2018,7,11,23,2
3,0,1,1,28.7,79,22,2018,7,12,0,3
3,0,1,1,28.7,79,14,2018,7,12,1,3
3,0,1,1,28.7,79,9,2018,7,12,2,3
3,0,1,2,28.7,79,8,2018,7,12,3,3
3,0,1,1,28.7,79,6,2018,7,12,4,3
3,0,1,1,28.7,79,25,2018,7,12,5,3
3,0,1,1,30.34,58,115,2018,7,12,6,3
3,0,1,1,31.16,55,330,2018,7,12,7,3
3,0,1,1,31.16,58,417,2018,7,12,8,3
3,0,1,1,31.98,55,176,2018,7,12,9,3
3,0,1,1,33.62,52,123,2018,7,12,10,3
3,0,1,1,33.62,52,125,2018,7,12,11,3
3,0,1,1,35.26,44,163,2018,7,12,12,3
3,0,1,1,35.26,47,136,2018,7,12,13,3
3,0,1,1,36.9,42,124,2018,7,12,14,3
3,0,1,1,36.9,42,148,2018,7,12,15,3
3,0,1,1,35.26,44,202,2018,7,12,16,3
3,0,1,1,36.08,44,428,2018,7,12,17,3
3,0,1,1,35.26,47,511,2018,7,12,18,3
3,0,1,1,34.44,44,337,2018,7,12,19,3
3,0,1,1,33.62,43,308,2018,7,12,20,3
3,0,1,1,33.62,43,258,2018,7,12,21,3
3,0,1,1,32.8,46,194,2018,7,12,22,3
3,0,1,1,31.98,52,79,2018,7,12,23,3
3,0,1,1,31.16,62,46,2018,7,13,0,4
3,0,1,1,31.16,55,12,2018,7,13,1,4
3,0,1,1,31.16,55,5,2018,7,13,2,4
3,0,1,1,30.34,58,4,2018,7,13,3,4
3,0,1,1,30.34,58,5,2018,7,13,4,4
3,0,1,1,30.34,58,26,2018,7,13,5,4
3,0,1,1,30.34,58,121,2018,7,13,6,4
3,0,1,1,31.16,55,313,2018,7,13,7,4
3,0,1,1,32.8,49,449,2018,7,13,8,4
3,0,1,1,33.62,41,186,2018,7,13,9,4
3,0,1,1,33.62,46,113,2018,7,13,10,4
3,0,1,1,34.44,39,165,2018,7,13,11,4
3,0,1,1,34.44,41,174,2018,7,13,12,4
3,0,1,3,33.62,46,158,2018,7,13,13,4
3,0,1,3,33.62,46,116,2018,7,13,14,4
3,0,1,3,26.24,94,46,2018,7,13,15,4
3,0,1,2,27.06,89,141,2018,7,13,16,4
3,0,1,1,28.7,79,488,2018,7,13,17,4
3,0,1,1,29.52,79,463,2018,7,13,18,4
3,0,1,1,28.7,79,419,2018,7,13,19,4
3,0,1,1,28.7,84,342,2018,7,13,20,4
3,0,1,1,28.7,79,250,2018,7,13,21,4
3,0,1,1,27.88,83,184,2018,7,13,22,4
3,0,1,1,27.06,83,116,2018,7,13,23,4
3,0,1,1,27.06,69,46,2018,7,14,0,5
3,0,1,1,27.06,61,25,2018,7,14,1,5
3,0,1,1,26.24,57,10,2018,7,14,2,5
3,0,1,1,25.42,57,6,2018,7,14,3,5
3,0,1,1,25.42,53,6,2018,7,14,4,5
3,0,1,1,24.6,56,28,2018,7,14,5,5
3,0,1,1,24.6,60,130,2018,7,14,6,5
3,0,1,1,25.42,53,334,2018,7,14,7,5
3,0,1,1,26.24,50,486,2018,7,14,8,5
3,0,1,1,27.88,47,224,2018,7,14,9,5
3,0,1,1,28.7,42,127,2018,7,14,10,5
3,0,1,1,29.52,37,148,2018,7,14,11,5
3,0,1,1,30.34,35,223,2018,7,14,12,5
3,0,1,1,31.16,33,177,2018,7,14,13,5
3,0,1,1,30.34,35,178,2018,7,14,14,5
3,0,1,1,31.16,33,180,2018,7,14,15,5
3,0,1,1,31.16,33,274,2018,7,14,16,5
3,0,1,1,30.34,37,595,2018,7,14,17,5
3,0,1,1,29.52,42,578,2018,7,14,18,5
3,0,1,1,29.52,39,400,2018,7,14,19,5
3,0,1,1,28.7,42,348,2018,7,14,20,5
3,0,1,1,27.06,50,261,2018,7,14,21,5
3,0,1,1,26.24,57,176,2018,7,14,22,5
3,0,1,1,26.24,65,124,2018,7,14,23,5
3,0,1,1,25.42,73,80,2018,7,15,0,6
3,0,1,1,25.42,73,20,2018,7,15,1,6
3,0,1,1,24.6,78,38,2018,7,15,2,6
3,0,1,1,24.6,73,7,2018,7,15,3,6
3,0,1,1,24.6,73,10,2018,7,15,4,6
3,0,1,1,24.6,73,23,2018,7,15,5,6
3,0,1,2,24.6,73,120,2018,7,15,6,6
3,0,1,1,26.24,65,274,2018,7,15,7,6
3,0,1,1,26.24,65,564,2018,7,15,8,6
3,0,1,1,27.88,54,207,2018,7,15,9,6
3,0,1,2,27.06,61,166,2018,7,15,10,6
3,0,1,1,28.7,54,210,2018,7,15,11,6
3,0,1,1,28.7,48,238,2018,7,15,12,6
3,0,1,1,28.7,54,247,2018,7,15,13,6
3,0,1,1,28.7,51,265,2018,7,15,14,6
3,0,1,1,29.52,45,237,2018,7,15,15,6
3,0,1,1,29.52,51,361,2018,7,15,16,6
3,0,1,1,30.34,42,587,2018,7,15,17,6
3,0,1,1,29.52,45,496,2018,7,15,18,6
3,0,1,1,28.7,45,394,2018,7,15,19,6
3,0,1,1,28.7,51,343,2018,7,15,20,6
3,0,1,1,27.06,54,261,2018,7,15,21,6
3,0,1,1,27.06,57,223,2018,7,15,22,6
3,0,1,1,26.24,61,167,2018,7,15,23,6
3,0,0,1,25.42,65,110,2018,7,16,0,0
3,0,0,1,24.6,69,75,2018,7,16,1,0
3,0,0,1,24.6,73,58,2018,7,16,2,0
3,0,0,1,24.6,78,26,2018,7,16,3,0
3,0,0,1,24.6,73,16,2018,7,16,4,0
3,0,0,1,23.78,78,10,2018,7,16,5,0
3,0,0,1,24.6,78,37,2018,7,16,6,0
3,0,0,1,25.42,73,52,2018,7,16,7,0
3,0,0,1,27.06,65,127,2018,7,16,8,0
3,0,0,1,28.7,54,222,2018,7,16,9,0
3,0,0,1,29.52,54,322,2018,7,16,10,0
3,0,0,1,30.34,48,396,2018,7,16,11,0
3,0,0,1,31.16,43,463,2018,7,16,12,0
3,0,0,1,31.16,45,497,2018,7,16,13,0
3,0,0,1,30.34,45,433,2018,7,16,14,0
3,0,0,1,31.16,45,428,2018,7,16,15,0
3,0,0,1,31.16,45,425,2018,7,16,16,0
3,0,0,1,31.16,45,475,2018,7,16,17,0
3,0,0,1,31.16,45,428,2018,7,16,18,0
3,0,0,1,30.34,48,406,2018,7,16,19,0
3,0,0,1,29.52,51,296,2018,7,16,20,0
3,0,0,1,28.7,58,252,2018,7,16,21,0
3,0,0,1,28.7,65,201,2018,7,16,22,0
3,0,0,1,27.88,61,168,2018,7,16,23,0
3,0,0,1,27.06,65,125,2018,7,17,0,1
3,0,0,1,26.24,69,102,2018,7,17,1,1
3,0,0,1,26.24,69,94,2018,7,17,2,1
3,0,0,1,26.24,69,47,2018,7,17,3,1
3,0,0,1,25.42,73,10,2018,7,17,4,1
3,0,0,1,26.24,69,12,2018,7,17,5,1
3,0,0,1,25.42,73,21,2018,7,17,6,1
3,0,0,1,26.24,73,50,2018,7,17,7,1
3,0,0,1,27.88,65,118,2018,7,17,8,1
3,0,0,1,29.52,58,184,2018,7,17,9,1
3,0,0,1,30.34,60,304,2018,7,17,10,1
3,0,0,1,31.16,55,391,2018,7,17,11,1
3,0,0,1,31.16,55,420,2018,7,17,12,1
3,0,0,1,32.8,49,472,2018,7,17,13,1
3,0,0,1,32.8,49,430,2018,7,17,14,1
3,0,0,1,33.62,43,324,2018,7,17,15,1
3,0,0,1,32.8,46,317,2018,7,17,16,1
3,0,0,1,32.8,49,369,2018,7,17,17,1
3,0,0,1,32.8,46,390,2018,7,17,18,1
3,0,0,1,31.16,55,379,2018,7,17,19,1
3,0,0,1,31.16,58,262,2018,7,17,20,1
3,0,0,1,30.34,62,207,2018,7,17,21,1
3,0,0,1,29.52,66,181,2018,7,17,22,1
3,0,0,1,28.7,74,93,2018,7,17,23,1
3,0,1,1,28.7,74,51,2018,7,18,0,2
3,0,1,1,28.7,74,25,2018,7,18,1,2
3,0,1,1,27.06,83,10,2018,7,18,2,2
3,0,1,1,27.06,78,7,2018,7,18,3,2
3,0,1,1,26.24,78,4,2018,7,18,4,2
3,0,1,1,26.24,78,17,2018,7,18,5,2
3,0,1,1,26.24,83,105,2018,7,18,6,2
3,0,1,1,27.88,74,277,2018,7,18,7,2
3,0,1,1,28.7,70,347,2018,7,18,8,2
3,0,1,1,30.34,67,203,2018,7,18,9,2
3,0,1,1,31.16,62,130,2018,7,18,10,2
3,0,1,1,32.8,55,141,2018,7,18,11,2
3,0,1,1,32.8,59,165,2018,7,18,12,2
3,0,1,1,33.62,56,152,2018,7,18,13,2
3,0,1,1,33.62,56,138,2018,7,18,14,2
3,0,1,1,34.44,53,164,2018,7,18,15,2
3,0,1,1,34.44,53,265,2018,7,18,16,2
3,0,1,1,34.44,49,545,2018,7,18,17,2
3,0,1,1,33.62,49,558,2018,7,18,18,2
3,0,1,1,32.8,55,398,2018,7,18,19,2
3,0,1,1,31.98,59,323,2018,7,18,20,2
3,0,1,1,30.34,66,202,2018,7,18,21,2
3,0,1,1,31.16,66,140,2018,7,18,22,2
3,0,1,1,30.34,66,91,2018,7,18,23,2
3,0,1,1,30.34,66,51,2018,7,19,0,3
3,0,1,2,30.34,66,13,2018,7,19,1,3
3,0,1,1,29.52,70,13,2018,7,19,2,3
3,0,1,1,29.52,70,3,2018,7,19,3,3
3,0,1,1,29.52,70,5,2018,7,19,4,3
3,0,1,2,28.7,74,19,2018,7,19,5,3
3,0,1,2,29.52,74,134,2018,7,19,6,3
3,0,1,2,30.34,70,315,2018,7,19,7,3
3,0,1,2,31.16,70,412,2018,7,19,8,3
3,0,1,2,32.8,63,199,2018,7,19,9,3
3,0,1,2,33.62,56,141,2018,7,19,10,3
3,0,1,1,33.62,59,127,2018,7,19,11,3
3,0,1,1,34.44,56,153,2018,7,19,12,3
3,0,1,1,35.26,53,172,2018,7,19,13,3
3,0,1,1,35.26,50,152,2018,7,19,14,3
3,0,1,1,36.08,44,158,2018,7,19,15,3
3,0,1,1,36.9,42,277,2018,7,19,16,3
3,0,1,1,32.8,66,513,2018,7,19,17,3
3,0,1,1,32.8,66,530,2018,7,19,18,3
3,0,1,1,31.16,75,388,2018,7,19,19,3
3,0,1,1,30.34,74,277,2018,7,19,20,3
3,0,1,1,30.34,74,241,2018,7,19,21,3
3,0,1,1,30.34,74,156,2018,7,19,22,3
3,0,1,3,29.52,79,92,2018,7,19,23,3
3,0,1,1,29.52,70,29,2018,8,1,0,2
3,0,1,1,29.52,74,17,2018,8,1,1,2
3,0,1,1,28.7,74,11,2018,8,1,2,2
3,0,1,1,28.7,79,4,2018,8,1,3,2
3,0,1,1,27.06,83,4,2018,8,1,4,2
3,0,1,1,27.06,83,26,2018,8,1,5,2
3,0,1,1,27.06,83,100,2018,8,1,6,2
3,0,1,1,30.34,62,282,2018,8,1,7,2
3,0,1,1,32.8,43,382,2018,8,1,8,2
3,0,1,1,33.62,41,166,2018,8,1,9,2
3,0,1,1,35.26,36,97,2018,8,1,10,2
3,0,1,1,36.08,32,119,2018,8,1,11,2
3,0,1,1,36.9,33,168,2018,8,1,12,2
3,0,1,1,36.9,31,150,2018,8,1,13,2
3,0,1,1,37.72,29,123,2018,8,1,14,2
3,0,1,1,36.9,27,129,2018,8,1,15,2
3,0,1,1,36.9,27,231,2018,8,1,16,2
3,0,1,1,31.16,45,514,2018,8,1,17,2
3,0,1,1,31.98,43,543,2018,8,1,18,2
3,0,1,1,30.34,51,413,2018,8,1,19,2
3,0,1,1,29.52,62,305,2018,8,1,20,2
3,0,1,1,28.7,70,220,2018,8,1,21,2
3,0,1,1,28.7,70,137,2018,8,1,22,2
3,0,1,1,27.88,74,96,2018,8,1,23,2
3,0,1,1,27.06,74,29,2018,8,2,0,3
3,0,1,1,27.06,74,12,2018,8,2,1,3
3,0,1,1,27.88,69,8,2018,8,2,2,3
3,0,1,1,27.06,74,5,2018,8,2,3,3
3,0,1,1,27.06,74,10,2018,8,2,4,3
3,0,1,1,27.06,74,21,2018,8,2,5,3
3,0,1,1,27.88,69,117,2018,8,2,6,3
3,0,1,1,29.52,61,335,2018,8,2,7,3
3,0,1,1,30.34,58,435,2018,8,2,8,3
3,0,1,1,31.98,46,213,2018,8,2,9,3
3,0,1,1,33.62,36,140,2018,8,2,10,3
3,0,1,1,34.44,32,128,2018,8,2,11,3
3,0,1,1,35.26,30,157,2018,8,2,12,3
3,0,1,1,35.26,30,203,2018,8,2,13,3
3,0,1,1,36.9,25,159,2018,8,2,14,3
3,0,1,1,36.9,25,168,2018,8,2,15,3
3,0,1,1,36.9,25,274,2018,8,2,16,3
3,0,1,2,36.9,27,556,2018,8,2,17,3
3,0,1,2,35.26,34,556,2018,8,2,18,3
3,0,1,2,35.26,36,454,2018,8,2,19,3
3,0,1,2,33.62,46,288,2018,8,2,20,3
3,0,1,1,32.8,52,254,2018,8,2,21,3
3,0,1,2,31.98,59,191,2018,8,2,22,3
3,0,1,2,32.8,49,132,2018,8,2,23,3
3,0,1,2,32.8,49,43,2018,8,3,0,4
3,0,1,2,31.98,52,16,2018,8,3,1,4
3,0,1,2,31.98,49,11,2018,8,3,2,4
3,0,1,2,31.16,55,4,2018,8,3,3,4
3,0,1,2,31.16,52,7,2018,8,3,4,4
3,0,1,2,31.16,55,24,2018,8,3,5,4
3,0,1,3,29.52,66,110,2018,8,3,6,4
3,0,1,2,30.34,51,271,2018,8,3,7,4
3,0,1,2,30.34,51,437,2018,8,3,8,4
3,0,1,2,30.34,55,195,2018,8,3,9,4
3,0,1,3,30.34,58,68,2018,8,3,10,4
3,0,1,2,30.34,58,122,2018,8,3,11,4
3,0,1,3,31.16,55,161,2018,8,3,12,4
3,0,1,2,31.16,58,144,2018,8,3,13,4
3,0,1,2,31.16,58,147,2018,8,3,14,4
3,0,1,2,28.7,79,118,2018,8,3,15,4
3,0,1,3,27.88,79,150,2018,8,3,16,4
3,0,1,2,28.7,79,425,2018,8,3,17,4
3,0,1,3,28.7,84,492,2018,8,3,18,4
3,0,1,3,28.7,84,321,2018,8,3,19,4
3,0,1,3,28.7,84,87,2018,8,3,20,4
3,0,1,2,27.88,89,88,2018,8,3,21,4
3,0,1,3,27.88,89,77,2018,8,3,22,4
3,0,1,2,27.88,89,56,2018,8,3,23,4
3,0,1,2,27.88,89,17,2018,8,4,0,5
3,0,1,2,27.06,94,17,2018,8,4,1,5
3,0,1,2,27.06,94,7,2018,8,4,2,5
3,0,1,3,27.06,94,3,2018,8,4,3,5
3,0,1,2,27.88,89,7,2018,8,4,4,5
3,0,1,2,27.88,89,20,2018,8,4,5,5
3,0,1,2,27.88,89,97,2018,8,4,6,5
3,0,1,2,27.88,89,282,2018,8,4,7,5
3,0,1,2,28.7,82,398,2018,8,4,8,5
3,0,1,1,29.52,74,187,2018,8,4,9,5
3,0,1,1,29.52,71,113,2018,8,4,10,5
3,0,1,2,30.34,66,149,2018,8,4,11,5
3,0,1,2,31.16,62,205,2018,8,4,12,5
3,0,1,1,31.16,58,205,2018,8,4,13,5
3,0,1,1,32.8,55,167,2018,8,4,14,5
3,0,1,1,32.8,55,165,2018,8,4,15,5
3,0,1,1,31.16,62,290,2018,8,4,16,5
3,0,1,1,31.16,62,555,2018,8,4,17,5
3,0,1,1,28.7,74,523,2018,8,4,18,5
3,0,1,1,28.7,74,366,2018,8,4,19,5
3,0,1,2,28.7,74,286,2018,8,4,20,5
3,0,1,2,28.7,74,211,2018,8,4,21,5
3,0,1,1,27.88,74,174,2018,8,4,22,5
