,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
2354,2,0,1,1,25.42,29.545,78,8.9981,29
2355,2,0,1,1,24.6,28.03,83,8.9981,14
2356,2,0,1,1,23.78,27.275,88,7.0015,8
2357,2,0,1,1,23.78,27.275,88,0.0,5
2358,2,0,1,1,22.96,26.515,94,7.0015,8
2359,2,0,1,1,22.96,26.515,88,6.0032,31
2360,2,0,1,1,23.78,27.275,88,0.0,112
2361,2,0,1,1,25.42,29.545,78,7.0015,299
2362,2,0,1,1,26.24,30.305,73,6.0032,438
2363,2,0,1,1,28.7,32.575,58,11.0014,188
2364,2,0,1,1,29.52,33.335,51,15.0013,95
2365,2,0,1,1,30.34,33.335,42,8.9981,111
2366,2,0,1,1,31.16,33.335,37,11.0014,153
2367,2,0,1,1,31.98,34.09,35,0.0,180
2368,2,0,1,1,31.98,34.09,31,8.9981,145
2369,2,0,1,1,32.8,34.85,29,12.998,165
2370,2,0,1,1,31.16,33.335,33,8.9981,267
2371,2,0,1,1,31.98,34.09,33,19.0012,579
2372,2,0,1,1,31.16,33.335,31,8.9981,556
2373,2,0,1,1,29.52,33.335,54,12.998,407
2374,2,0,1,1,27.88,31.82,61,8.9981,336
2375,2,0,1,1,27.06,31.06,57,6.0032,189
2376,2,0,1,1,27.06,31.06,61,6.0032,173
2377,2,0,1,1,26.24,30.305,69,6.0032,60
2378,2,0,1,1,26.24,30.305,65,6.0032,20
2379,2,0,1,1,25.42,30.305,69,8.9981,4
2380,2,0,1,1,24.6,29.545,73,6.0032,5
2381,2,0,1,1,24.6,29.545,73,6.0032,2
2382,2,0,1,1,23.78,27.275,83,8.9981,5
2383,2,0,1,1,23.78,27.275,88,11.0014,32
2384,2,0,1,1,24.6,28.79,78,8.9981,126
2385,2,0,1,2,26.24,30.305,69,12.998,334
2386,2,0,1,2,27.88,31.82,61,8.9981,477
2387,2,0,1,2,29.52,33.335,58,15.0013,217
2388,2,0,1,2,31.16,34.09,48,12.998,123
2389,2,0,1,2,31.16,34.85,52,16.9979,151
2390,2,0,1,2,32.8,36.365,46,19.0012,183
2391,2,0,1,2,32.8,36.365,43,16.9979,196
2392,2,0,1,2,32.8,36.365,43,19.0012,146
2393,2,0,1,2,33.62,37.12,41,22.0028,183
2394,2,0,1,1,32.8,35.605,38,15.0013,308
2395,2,0,1,1,32.8,36.365,43,16.9979,539
2396,2,0,1,1,31.98,34.85,46,19.0012,551
2397,2,0,1,1,31.16,34.09,48,16.9979,424
2398,2,0,1,1,30.34,34.09,56,8.9981,346
2399,2,0,1,1,29.52,34.09,70,8.9981,218
2400,2,0,1,1,28.7,32.575,65,8.9981,153
2401,2,0,1,1,27.88,31.82,79,7.0015,90
2402,2,0,1,1,27.06,29.545,89,8.9981,41
2403,2,0,1,1,27.06,30.305,78,0.0,23
2404,2,0,1,1,26.24,28.79,89,6.0032,7
2405,2,0,1,1,26.24,28.79,89,6.0032,3
2406,2,0,1,1,25.42,28.79,83,0.0,6
2407,2,0,1,1,25.42,28.03,88,0.0,21
2408,2,0,1,1,26.24,28.79,89,8.9981,116
2409,2,0,1,1,27.06,31.06,74,7.0015,353
2410,2,0,1,1,31.16,35.605,58,11.0014,481
2411,2,0,1,1,31.16,35.605,58,11.0014,202
2412,2,0,1,1,33.62,37.12,43,15.0013,90
2413,2,0,1,1,34.44,37.88,41,12.998,134
2414,2,0,1,1,36.08,40.91,42,8.9981,149
2415,2,0,1,1,36.9,42.425,42,0.0,136
2416,2,0,1,1,37.72,43.94,40,16.9979,155
2417,2,0,1,1,37.72,43.94,40,11.0014,128
2418,2,0,1,1,37.72,43.94,40,15.0013,233
2419,2,0,1,1,37.72,42.425,35,15.0013,506
2420,2,0,1,1,36.9,40.91,37,15.0013,459
2421,2,0,1,1,33.62,40.15,59,8.9981,384
2422,2,0,1,1,32.8,39.395,63,8.9981,280
2423,2,0,1,1,32.8,40.15,66,8.9981,202
2424,2,0,1,1,31.16,37.12,75,11.0014,176
2425,2,0,1,1,31.16,37.12,75,12.998,116
2426,2,0,1,2,30.34,35.605,79,8.9981,47
2427,2,0,1,1,30.34,35.605,79,7.0015,16
2428,2,0,1,2,29.52,35.605,84,11.0014,6
2429,2,0,1,2,29.52,35.605,84,7.0015,2
2430,2,0,1,2,29.52,34.85,79,6.0032,6
2431,2,0,1,2,28.7,33.335,84,0.0,20
2432,2,0,1,2,29.52,35.605,84,6.0032,118
2433,2,0,1,2,29.52,34.85,79,8.9981,314
2434,2,0,1,2,31.16,36.365,70,7.0015,432
2435,2,0,1,1,34.44,39.395,49,0.0,168
2436,2,0,1,1,35.26,40.91,50,19.0012,94
2437,2,0,1,1,36.9,42.425,42,15.0013,118
2438,2,0,1,1,37.72,42.425,35,12.998,140
2439,2,0,1,1,36.9,40.91,37,6.0032,136
2440,2,0,1,1,37.72,43.94,40,12.998,118
2441,2,0,1,1,38.54,41.665,31,11.0014,104
2442,2,0,1,1,37.72,41.665,33,8.9981,200
2443,2,0,1,1,36.9,40.91,37,16.9979,409
2444,2,0,1,1,36.08,40.15,39,19.0012,466
2445,2,0,1,2,34.44,37.12,39,22.0028,326
2446,2,0,1,2,32.8,36.365,43,12.998,254
2447,2,0,1,3,31.16,34.85,52,0.0,171
2448,2,0,1,2,30.34,34.09,58,11.0014,153
2449,2,0,1,2,30.34,34.85,57,11.0014,97
2450,2,0,1,3,28.7,32.575,65,15.0013,69
2451,2,0,1,3,28.7,32.575,65,15.0013,23
2452,2,0,1,1,27.88,31.82,69,11.0014,13
2453,2,0,1,1,27.88,31.82,69,11.0014,6
2454,2,0,1,1,27.06,30.305,78,11.0014,4
2455,2,0,1,1,27.06,30.305,78,11.0014,28
2456,2,0,1,1,27.06,30.305,78,6.0032,104
2457,2,0,1,1,29.52,34.09,66,7.0015,267
2458,2,0,1,1,30.34,34.09,58,8.9981,452
2459,2,0,1,1,31.16,34.85,55,0.0,213
2460,2,0,1,1,31.98,35.605,52,0.0,111
2461,2,0,1,1,33.62,37.88,46,0.0,153
2462,2,0,1,1,34.44,37.88,44,8.9981,207
2463,2,0,1,1,34.44,37.88,44,7.0015,189
2464,2,0,1,1,35.26,38.635,39,0.0,165
2465,2,0,1,1,34.44,37.88,44,7.0015,212
2466,2,0,1,1,33.62,39.395,56,19.9995,285
2467,2,0,1,1,33.62,38.635,52,15.0013,517
2468,2,0,1,1,32.8,38.635,59,15.0013,463
2469,2,0,1,1,31.98,37.12,59,12.998,306
2470,2,0,1,1,31.16,35.605,62,7.0015,250
2471,2,0,1,1,31.16,36.365,66,8.9981,218
2472,2,0,1,1,29.52,34.85,74,16.9979,185
2473,2,0,1,1,29.52,34.85,74,11.0014,146
2474,2,0,0,1,28.7,33.335,79,8.9981,117
2475,2,0,0,1,28.7,33.335,79,6.0032,77
2476,2,0,0,1,28.7,33.335,79,7.0015,60
2477,2,0,0,1,27.88,31.82,83,6.0032,28
2478,2,0,0,1,27.88,31.82,79,6.0032,13
2479,2,0,0,1,27.88,31.82,74,8.9981,16
2480,2,0,0,1,28.7,32.575,61,8.9981,40
2481,2,0,0,1,29.52,33.335,58,12.998,68
2482,2,0,0,1,30.34,34.09,58,12.998,143
2483,2,0,0,1,30.34,34.09,62,8.9981,230
2484,2,0,0,1,30.34,34.09,58,11.0014,264
2485,2,0,0,1,31.16,35.605,62,8.9981,325
2486,2,0,0,1,32.8,37.88,55,15.0013,347
2487,2,0,0,1,32.8,37.88,55,12.998,387
2488,2,0,0,1,33.62,38.635,49,7.0015,380
2489,2,0,0,1,33.62,38.635,49,7.0015,374
2490,2,0,0,2,32.8,36.365,46,12.998,394
2491,2,0,0,2,30.34,34.09,58,11.0014,337
2492,2,0,0,2,29.52,34.09,62,8.9981,286
2493,2,0,0,1,28.7,32.575,65,12.998,264
2494,2,0,0,1,27.88,31.82,74,16.9979,275
2495,2,0,0,1,27.06,31.06,74,15.0013,220
2496,2,0,0,1,27.06,30.305,78,15.0013,190
2497,2,0,0,1,27.06,31.06,74,7.0015,131
2498,2,0,0,1,27.06,30.305,78,15.0013,119
2499,2,0,0,1,26.24,28.79,83,7.0015,93
2500,2,0,0,1,26.24,28.79,89,16.9979,66
2501,2,0,0,1,26.24,28.79,89,19.0012,28
2502,2,0,0,1,25.42,28.03,88,11.0014,14
2503,2,0,0,1,25.42,28.03,88,15.0013,10
2504,2,0,0,1,25.42,28.03,88,7.0015,14
2505,2,0,0,1,26.24,29.545,78,7.0015,34
2506,2,0,0,1,28.7,33.335,74,0.0,92
2507,2,0,0,1,29.52,34.09,66,0.0,182
2508,2,0,0,1,31.16,35.605,58,6.0032,311
2509,2,0,0,1,31.98,36.365,55,7.0015,367
2510,2,0,0,1,33.62,37.88,46,0.0,420
2511,2,0,0,1,31.98,37.12,59,19.0012,373
2512,2,0,0,1,33.62,39.395,56,16.9979,315
2513,2,0,0,1,32.8,38.635,59,19.9995,360
2514,2,0,0,3,27.88,31.82,83,19.0012,350
2515,2,0,0,3,27.88,31.82,83,19.0012,252
2516,2,0,0,1,28.7,33.335,74,11.0014,256
2517,2,0,0,1,28.7,33.335,74,7.0015,223
2518,2,0,0,1,27.06,30.305,83,11.0014,206
2519,2,0,0,1,27.06,30.305,83,7.0015,140
2520,2,0,0,1,26.24,28.79,83,8.9981,128
2521,2,0,0,1,26.24,29.545,78,12.998,107
2522,2,0,1,1,26.24,29.545,78,8.9981,28
2523,2,0,1,1,26.24,30.305,73,15.0013,16
2524,2,0,1,1,25.42,29.545,73,19.0012,10
2525,2,0,1,1,24.6,30.305,60,32.9975,7
2526,2,0,1,1,22.96,26.515,64,19.9995,4
2527,2,0,1,1,22.14,25.76,64,26.0027,29
2528,2,0,1,1,22.14,25.76,64,27.9993,105
2529,2,0,1,1,22.96,26.515,56,23.9994,328
2530,2,0,1,1,23.78,27.275,49,30.0026,476
2531,2,0,1,1,25.42,31.06,46,23.9994,224
2532,2,0,1,1,26.24,31.06,41,22.0028,118
2533,2,0,1,1,27.06,31.06,41,19.9995,159
2534,2,0,1,1,27.06,31.06,41,19.0012,196
2535,2,0,1,1,28.7,31.82,37,0.0,227
2536,2,0,1,1,28.7,31.82,34,16.9979,200
2537,2,0,1,1,28.7,31.82,37,30.0026,185
2538,2,0,1,1,28.7,31.82,37,27.9993,326
2539,2,0,1,1,28.7,31.82,39,22.0028,601
2540,2,0,1,1,28.7,31.82,37,23.9994,586
2541,2,0,1,1,27.06,31.06,39,19.0012,423
2542,2,0,1,1,26.24,31.06,44,16.9979,331
2543,2,0,1,1,26.24,31.06,41,16.9979,218
2544,2,0,1,1,25.42,31.06,46,15.0013,134
2545,2,0,1,1,25.42,31.06,46,12.998,89
2546,2,0,1,1,24.6,31.06,49,12.998,31
2547,2,0,1,1,24.6,31.06,49,16.9979,13
2548,2,0,1,1,24.6,31.06,49,19.0012,10
2549,2,0,1,1,23.78,27.275,53,22.0028,2
2550,2,0,1,1,22.14,25.76,60,16.9979,3
2551,2,0,1,1,22.14,25.76,56,22.0028,26
2552,2,0,1,1,22.14,25.76,56,19.9995,113
2553,2,0,1,1,22.96,26.515,52,27.9993,365
2554,2,0,1,1,23.78,27.275,49,26.0027,486
2555,2,0,1,1,25.42,31.06,46,12.998,193
2556,2,0,1,1,25.42,31.06,46,15.0013,130
2557,2,0,1,1,26.24,31.06,41,19.0012,143
2558,2,0,1,1,26.24,31.06,41,23.9994,169
2559,2,0,1,1,26.24,31.06,44,15.0013,209
2560,2,0,1,2,26.24,31.06,47,12.998,159
2561,2,0,1,1,26.24,31.06,47,11.0014,178
2562,2,0,1,1,27.88,31.82,41,12.998,330
2563,2,0,1,3,26.24,31.06,50,19.0012,569
2564,2,0,1,1,25.42,31.06,51,22.0028,538
2565,2,0,1,1,26.24,31.06,50,23.9994,386
2566,2,0,1,1,24.6,31.06,56,11.0014,297
2567,2,0,1,1,24.6,31.06,56,19.9995,243
2568,2,0,1,1,23.78,27.275,60,15.0013,188
2569,2,0,1,1,22.96,26.515,68,15.0013,110
2570,2,0,1,1,22.96,26.515,64,23.9994,52
2571,2,0,1,1,22.14,25.76,64,19.0012,14
2572,2,0,1,1,21.32,25.0,63,15.0013,9
2573,2,0,1,1,20.5,24.24,68,16.9979,1
2574,2,0,1,1,20.5,24.24,63,19.0012,4
2575,2,0,1,1,19.68,23.485,67,19.0012,21
2576,2,0,1,1,20.5,24.24,63,16.9979,121
2577,2,0,1,1,22.14,25.76,60,8.9981,370
2578,2,0,1,1,23.78,27.275,53,8.9981,498
2579,2,0,1,1,24.6,31.06,49,0.0,207
2580,2,0,1,1,26.24,31.06,47,11.0014,135
2581,2,0,1,1,27.88,31.82,36,0.0,164
2582,2,0,1,1,28.7,31.82,34,15.0013,211
2583,2,0,1,1,30.34,32.575,28,19.0012,189
2584,2,0,1,1,30.34,32.575,28,0.0,178
2585,2,0,1,1,31.16,33.335,27,0.0,164
2586,2,0,1,1,31.16,33.335,27,8.9981,312
2587,2,0,1,1,30.34,32.575,28,7.0015,638
2588,2,0,1,1,29.52,32.575,32,8.9981,607
2589,2,0,1,1,28.7,31.82,37,19.0012,416
2590,2,0,1,1,27.06,31.06,44,11.0014,330
2591,2,0,1,1,26.24,31.06,47,15.0013,257
2592,2,0,1,1,25.42,31.06,50,7.0015,175
2593,2,0,1,1,25.42,31.06,53,0.0,107
2594,2,0,1,1,24.6,31.06,56,7.0015,47
2595,2,0,1,1,23.78,27.275,60,0.0,17
2596,2,0,1,1,24.6,31.06,56,6.0032,5
2597,2,0,1,2,22.96,26.515,73,6.0032,4
2598,2,0,1,2,22.96,26.515,68,7.0015,6
2599,2,0,1,1,24.6,30.305,64,12.998,25
2600,2,0,1,3,23.78,27.275,73,11.0014,112
2601,2,0,1,3,22.96,26.515,78,11.0014,188
2602,2,0,1,2,24.6,29.545,69,8.9981,388
2603,2,0,1,2,25.42,30.305,65,12.998,261
2604,2,0,1,2,27.06,31.06,61,16.9979,121
2605,2,0,1,2,27.88,31.82,61,19.9995,150
2606,2,0,1,1,29.52,33.335,54,26.0027,206
2607,2,0,1,2,29.52,33.335,54,16.9979,151
2608,2,0,1,2,29.52,33.335,54,22.0028,153
2609,2,0,1,2,28.7,32.575,61,19.9995,159
2610,2,0,1,3,27.06,31.06,69,12.998,294
2611,2,0,1,2,26.24,29.545,78,7.0015,272
2612,2,0,1,1,26.24,28.79,83,15.0013,325
2613,2,0,1,1,25.42,28.79,83,19.0012,327
2614,2,0,1,1,25.42,28.79,83,22.0028,201
2615,2,0,1,3,25.42,28.79,83,16.9979,188
2616,2,0,1,3,25.42,28.79,83,16.9979,151
2617,2,0,1,3,24.6,28.03,83,16.9979,16
2618,2,0,1,1,22.96,26.515,88,6.0032,24
2619,2,0,1,1,22.96,26.515,94,8.9981,23
2620,2,0,1,1,22.96,26.515,94,7.0015,13
2621,2,0,1,1,22.96,26.515,94,7.0015,6
2622,2,0,1,1,22.14,25.76,94,8.9981,6
2623,2,0,1,1,22.14,25.76,100,0.0,13
2624,2,0,1,1,22.96,26.515,94,0.0,97
2625,2,0,1,1,24.6,28.03,83,0.0,250
2626,2,0,1,2,24.6,28.03,83,0.0,454
2627,2,0,1,1,28.7,32.575,58,12.998,224
2628,2,0,1,1,28.7,32.575,58,12.998,170
2629,2,0,1,1,27.88,31.82,69,16.9979,181
2630,2,0,1,1,28.7,32.575,65,16.9979,243
2631,2,0,1,1,30.34,34.09,62,19.0012,204
2632,2,0,1,1,31.16,34.85,52,12.998,215
2633,2,0,1,1,31.98,34.85,43,15.0013,243
2634,2,0,1,1,31.16,34.09,45,11.0014,355
2635,2,0,1,3,31.16,34.09,40,12.998,552
2636,2,0,1,3,31.16,34.09,40,12.998,450
2637,2,0,1,3,26.24,28.79,83,16.9979,328
2638,2,0,1,1,26.24,29.545,78,7.0015,232
2639,2,0,1,1,26.24,29.545,78,6.0032,208
2640,2,0,1,1,25.42,28.03,88,8.9981,175
2641,2,0,1,1,25.42,28.79,83,8.9981,178
2642,2,0,0,1,25.42,28.03,88,8.9981,104
2643,2,0,0,1,25.42,28.79,83,7.0015,95
2644,2,0,0,1,24.6,27.275,88,0.0,53
2645,2,0,0,1,24.6,27.275,88,6.0032,20
2646,2,0,0,1,24.6,27.275,88,6.0032,5
2647,2,0,0,1,25.42,28.79,83,0.0,7
2648,2,0,0,1,25.42,28.79,83,7.0015,27
2649,2,0,0,1,26.24,29.545,78,8.9981,57
2650,2,0,0,1,27.06,30.305,78,6.0032,131
2651,2,0,0,1,28.7,32.575,61,15.0013,218
2652,2,0,0,1,29.52,34.09,62,12.998,244
2653,2,0,0,1,29.52,34.09,62,8.9981,404
2654,2,0,0,1,30.34,34.85,66,6.0032,420
2655,2,0,0,1,31.16,34.85,55,0.0,327
2656,2,0,0,2,32.8,36.365,46,19.0012,334
2657,2,0,0,2,33.62,37.88,46,8.9981,367
2658,2,0,0,2,31.16,34.85,52,15.0013,468
2659,2,0,0,2,31.16,34.09,48,11.0014,449
2660,2,0,0,2,30.34,34.09,55,12.998,381
2661,2,0,0,2,30.34,33.335,51,7.0015,326
2662,2,0,0,2,29.52,33.335,58,8.9981,188
2663,2,0,0,2,29.52,34.09,66,7.0015,183
2664,2,0,0,2,29.52,34.09,62,8.9981,161
2665,2,0,0,2,29.52,34.09,62,0.0,150
2666,2,0,0,1,28.7,32.575,65,0.0,89
2667,2,0,0,2,28.7,32.575,65,6.0032,76
2668,2,0,0,1,27.88,31.82,74,6.0032,72
2669,2,0,0,2,27.06,30.305,78,8.9981,30
2670,2,0,0,2,27.06,31.06,74,8.9981,17
2671,2,0,0,2,27.06,30.305,78,0.0,19
2672,2,0,0,2,27.06,30.305,78,11.0014,33
2673,2,0,0,2,27.06,30.305,78,11.0014,71
2674,2,0,0,3,27.88,31.82,74,7.0015,84
2675,2,0,0,2,27.88,31.82,74,7.0015,169
2676,2,0,0,2,28.7,32.575,61,7.0015,244
2677,2,0,0,2,29.52,33.335,58,6.0032,377
2678,2,0,0,2,30.34,34.09,55,6.0032,396
2679,2,0,0,2,30.34,33.335,51,0.0,363
2680,2,0,0,3,30.34,34.09,58,7.0015,317
2681,2,0,0,2,30.34,34.09,55,7.0015,362
2682,2,0,0,2,31.16,34.09,48,0.0,378
2683,2,0,0,1,30.34,33.335,51,0.0,397
2684,2,0,0,2,30.34,34.09,58,6.0032,296
2685,2,0,0,1,29.52,34.09,62,8.9981,311
2686,2,0,0,1,28.7,32.575,70,12.998,232
2687,2,0,0,1,27.88,31.82,79,8.9981,167
2688,2,0,0,1,27.06,30.305,78,15.0013,152
2689,2,0,0,1,27.06,30.305,78,12.998,92
2690,3,0,1,1,27.06,31.06,50,0.0,68
2691,3,0,1,1,27.06,31.06,50,0.0,31
2692,3,0,1,1,25.42,30.305,69,0.0,13
2693,3,0,1,1,26.24,31.06,53,0.0,11
2694,3,0,1,1,25.42,31.06,57,0.0,6
2695,3,0,1,1,24.6,30.305,64,8.9981,30
2696,3,0,1,1,25.42,30.305,61,8.9981,108
2697,3,0,1,1,27.06,31.06,54,7.0015,243
2698,3,0,1,1,28.7,31.82,42,11.0014,492
2699,3,0,1,1,30.34,32.575,35,11.0014,260
2700,3,0,1,1,31.16,33.335,33,11.0014,170
2701,3,0,1,1,32.8,34.85,26,0.0,214
2702,3,0,1,1,32.8,34.85,26,0.0,263
2703,3,0,1,1,32.8,34.09,24,0.0,292
2704,3,0,1,1,33.62,34.85,23,12.998,303
2705,3,0,1,1,33.62,34.85,21,16.9979,381
2706,3,0,1,1,33.62,34.85,17,0.0,427
2707,3,0,1,1,33.62,34.85,21,12.998,461
2708,3,0,1,1,32.8,34.09,24,16.9979,422
2709,3,0,1,1,31.98,33.335,25,12.998,318
2710,3,0,1,1,29.52,32.575,42,15.0013,269
2711,3,0,1,1,28.7,31.82,45,12.998,218
2712,3,0,1,1,28.7,31.82,42,0.0,222
2713,3,0,1,1,27.88,31.82,47,6.0032,140
2714,3,0,0,1,27.88,31.82,47,6.0032,115
2715,3,0,0,1,27.06,31.06,54,0.0,78
2716,3,0,0,1,26.24,31.06,53,0.0,52
2717,3,0,0,1,26.24,31.06,53,0.0,26
2718,3,0,0,1,25.42,30.305,61,0.0,11
2719,3,0,0,1,23.78,27.275,73,7.0015,14
2720,3,0,0,1,25.42,30.305,69,7.0015,32
2721,3,0,0,1,26.24,30.305,65,0.0,45
2722,3,0,0,1,27.88,31.82,57,0.0,132
2723,3,0,0,1,30.34,33.335,51,6.0032,179
2724,3,0,0,1,32.8,35.605,36,0.0,271
2725,3,0,0,1,32.8,35.605,36,6.0032,357
2726,3,0,0,1,33.62,35.605,30,8.9981,374
2727,3,0,0,1,33.62,35.605,30,7.0015,404
2728,3,0,0,1,34.44,35.605,20,0.0,392
2729,3,0,0,1,35.26,36.365,19,11.0014,331
2730,3,0,0,1,36.08,37.12,22,15.0013,398
2731,3,0,0,1,34.44,36.365,30,15.0013,349
2732,3,0,0,1,33.62,35.605,30,19.0012,383
2733,3,0,0,1,32.8,34.85,33,15.0013,305
2734,3,0,0,1,31.16,34.09,45,19.0012,284
2735,3,0,0,1,30.34,33.335,48,12.998,232
2736,3,0,0,1,29.52,33.335,51,11.0014,201
2737,3,0,0,1,29.52,33.335,54,19.0012,154
2738,3,0,0,1,28.7,32.575,58,15.0013,144
2739,3,0,0,2,28.7,32.575,61,11.0014,78
2740,3,0,0,1,28.7,32.575,58,12.998,69
2741,3,0,0,3,27.88,31.82,65,6.0032,33
2742,3,0,0,3,27.88,31.82,65,6.0032,5
2743,3,0,0,3,25.42,28.79,83,12.998,1
2744,3,0,0,2,25.42,27.275,94,6.0032,3
2745,3,0,0,2,26.24,28.79,89,12.998,25
2746,3,0,0,1,27.88,31.82,79,15.0013,92
2747,3,0,0,1,28.7,33.335,74,16.9979,181
2748,3,0,0,1,30.34,34.85,66,11.0014,264
2749,3,0,0,1,31.16,35.605,62,7.0015,390
2750,3,0,0,1,32.8,37.88,55,7.0015,404
2751,3,0,0,1,32.8,38.635,59,15.0013,421
2752,3,0,0,1,33.62,39.395,56,16.9979,375
2753,3,0,0,1,34.44,40.15,53,19.9995,376
2754,3,0,0,1,34.44,40.15,53,19.9995,414
2755,3,0,0,3,32.8,37.12,49,56.9969,358
2756,3,0,0,3,32.8,37.12,49,56.9969,181
2757,3,0,0,2,27.06,30.305,83,12.998,183
2758,3,0,0,3,27.06,30.305,83,0.0,176
2759,3,0,0,2,27.06,30.305,83,11.0014,167
2760,3,0,0,2,27.06,30.305,78,7.0015,162
2761,3,0,0,1,26.24,28.79,83,11.0014,147
2762,3,1,0,1,26.24,28.79,83,8.9981,140
2763,3,1,0,1,26.24,28.79,83,6.0032,119
2764,3,1,0,1,26.24,28.79,83,0.0,63
2765,3,1,0,1,26.24,29.545,78,0.0,26
2766,3,1,0,2,27.06,30.305,78,6.0032,12
2767,3,1,0,2,26.24,28.79,83,8.9981,4
2768,3,1,0,1,26.24,28.79,89,11.0014,16
2769,3,1,0,1,27.06,30.305,83,8.9981,36
2770,3,1,0,1,28.7,33.335,74,7.0015,86
2771,3,1,0,2,29.52,34.09,66,6.0032,238
2772,3,1,0,2,31.16,34.85,55,6.0032,280
2773,3,1,0,2,31.16,34.85,55,6.0032,349
2774,3,1,0,2,31.98,35.605,52,0.0,447
2775,3,1,0,2,31.98,35.605,49,0.0,423
2776,3,1,0,1,32.8,36.365,46,0.0,408
2777,3,1,0,1,33.62,37.12,43,6.0032,408
2778,3,1,0,1,33.62,37.12,41,0.0,452
2779,3,1,0,1,32.8,36.365,46,0.0,436
2780,3,1,0,1,32.8,36.365,46,8.9981,418
2781,3,1,0,2,31.98,35.605,49,11.0014,375
2782,3,1,0,2,31.16,34.85,55,7.0015,386
2783,3,1,0,2,30.34,34.09,62,7.0015,457
2784,3,1,0,2,30.34,34.09,62,8.9981,326
2785,3,1,0,2,29.52,34.09,70,7.0015,138
2786,3,0,1,2,28.7,32.575,65,11.0014,55
2787,3,0,1,1,28.7,32.575,65,7.0015,39
2788,3,0,1,1,27.06,31.06,74,6.0032,13
2789,3,0,1,1,27.06,31.06,74,15.0013,8
2790,3,0,1,1,27.06,31.06,69,11.0014,5
2791,3,0,1,1,27.06,31.06,69,0.0,20
2792,3,0,1,1,27.06,31.06,74,6.0032,94
2793,3,0,1,1,28.7,32.575,65,6.0032,270
2794,3,0,1,1,29.52,34.09,62,8.9981,432
2795,3,0,1,1,30.34,34.09,58,8.9981,227
2796,3,0,1,1,31.16,34.85,52,7.0015,139
2797,3,0,1,1,31.98,34.85,46,7.0015,172
2798,3,0,1,1,32.8,36.365,43,7.0015,201
2799,3,0,1,1,33.62,37.12,43,7.0015,203
2800,3,0,1,1,32.8,37.12,49,11.0014,178
2801,3,0,1,1,33.62,37.12,43,0.0,162
2802,3,0,1,1,33.62,37.88,46,7.0015,281
2803,3,0,1,1,33.62,37.88,46,7.0015,545
2804,3,0,1,1,32.8,37.88,55,11.0014,496
2805,3,0,1,1,32.8,38.635,59,8.9981,368
2806,3,0,1,1,31.16,36.365,66,7.0015,284
2807,3,0,1,1,31.98,37.12,62,16.9979,245
2808,3,0,1,1,31.16,36.365,66,15.0013,155
2809,3,0,1,1,30.34,34.85,66,11.0014,73
2810,3,0,1,1,29.52,34.85,74,12.998,37
2811,3,0,1,1,28.7,33.335,74,8.9981,15
2812,3,0,1,1,28.7,33.335,79,6.0032,5
2813,3,0,1,1,28.7,33.335,79,0.0,6
2814,3,0,1,2,27.88,31.82,83,6.0032,6
2815,3,0,1,1,27.88,31.82,83,6.0032,35
2816,3,0,1,1,28.7,33.335,79,6.0032,121
2817,3,0,1,2,29.52,34.85,79,0.0,312
2818,3,0,1,2,29.52,34.85,74,7.0015,428
2819,3,0,1,3,28.7,33.335,79,12.998,189
2820,3,0,1,3,28.7,33.335,79,6.0032,43
2821,3,0,1,2,29.52,34.85,74,0.0,127
2822,3,0,1,2,30.34,34.85,66,6.0032,152
2823,3,0,1,2,30.34,34.85,70,7.0015,140
2824,3,0,1,1,31.16,36.365,66,19.0012,163
2825,3,0,1,1,31.16,36.365,70,19.0012,185
2826,3,0,1,1,31.16,36.365,70,16.9979,275
2827,3,0,1,1,31.98,37.12,59,15.0013,596
2828,3,0,1,1,31.16,35.605,62,12.998,563
2829,3,0,1,1,30.34,34.85,70,15.0013,394
2830,3,0,1,1,29.52,34.85,74,16.9979,312
2831,3,0,1,1,28.7,33.335,79,12.998,241
2832,3,0,1,1,28.7,33.335,79,12.998,186
2833,3,0,1,1,27.88,31.82,83,15.0013,98
2834,3,0,1,1,27.06,29.545,89,8.9981,35
2835,3,0,1,1,27.06,29.545,89,12.998,16
2836,3,0,1,1,27.06,29.545,89,12.998,8
2837,3,0,1,1,26.24,28.03,94,7.0015,4
2838,3,0,1,1,26.24,28.79,89,7.0015,4
2839,3,0,1,1,26.24,28.79,89,7.0015,32
2840,3,0,1,2,26.24,28.79,89,8.9981,118
2841,3,0,1,2,27.06,29.545,89,7.0015,292
2842,3,0,1,2,28.7,33.335,79,12.998,443
2843,3,0,1,1,30.34,34.85,70,11.0014,179
2844,3,0,1,1,31.98,37.12,62,0.0,101
2845,3,0,1,1,33.62,38.635,52,8.9981,142
2846,3,0,1,1,34.44,38.635,41,0.0,171
2847,3,0,1,1,35.26,39.395,41,0.0,155
2848,3,0,1,1,35.26,39.395,41,16.9979,160
2849,3,0,1,1,35.26,39.395,41,16.9979,166
2850,3,0,1,1,35.26,38.635,39,15.0013,265
2851,3,0,1,1,35.26,37.88,36,16.9979,569
2852,3,0,1,1,34.44,37.88,44,19.9995,562
2853,3,0,1,1,33.62,38.635,52,19.0012,365
2854,3,0,1,1,31.16,35.605,58,23.9994,285
2855,3,0,1,1,30.34,34.09,62,11.0014,209
2856,3,0,1,1,30.34,34.09,62,11.0014,182
